date,price
2023-01-29,273.73
2023-01-29,273.74
2023-01-29,273.75
2023-01-29,273.76
2023-01-29,273.77
2023-01-29,273.78
2023-01-29,273.79
2023-01-29,273.80
2023-01-29,273.81
2023-01-29,273.82
2023-01-29,273.83
2023-01-29,273.84
2023-01-29,273.85
2023-01-29,273.86
2023-01-29,273.87
2023-01-29,273.88
2023-01-29,273.89
2023-01-29,273.90
2023-01-29,273.91
2023-01-29,273.92
2023-01-29,273.93
2023-01-29,273.94
2023-01-29,273.95
2023-01-29,273.96
2023-01-29,273.97
2023-01-29,273.98
2023-01-29,273.99
2023-01-29,274.00
2023-01-30,274.01
2023-01-30,274.02
2023-01-30,274.03
2023-01-30,274.04
2023-01-30,274.05
2023-01-30,274.06
2023-01-30,274.07
2023-01-30,274.08
2023-01-30,274.09
2023-01-30,274.10
2023-01-30,274.11
2023-01-30,274.12
2023-01-30,274.13
2023-01-30,274.14
2023-01-30,274.15
2023-01-30,274.16
2023-01-30,274.17
2023-01-30,274.18
2023-01-30,274.19
2023-01-30,274.20
2023-01-30,274.21
2023-01-30,274.22
2023-01-30,274.23
2023-01-30,274.24
2023-01-30,274.25
2023-01-30,274.26
2023-01-30,274.27
2023-01-30,274.28
2023-01-30,274.29
2023-01-30,274.30
2023-01-30,274.31
2023-01-30,274.32
2023-01-30,274.33
2023-01-30,274.34
2023-01-30,274.35
2023-01-30,274.36
2023-01-30,274.37
2023-01-30,274.38
2023-01-30,274.39
2023-01-30,274.40
2023-01-30,274.41
2023-01-30,274.42
2023-01-30,274.43
2023-01-30,274.44
2023-01-30,274.45
2023-01-30,274.46
2023-01-30,274.47
2023-01-30,274.48
2023-01-30,274.49
2023-01-30,274.50
2023-01-30,274.51
2023-01-30,274.52
2023-01-30,274.53
2023-01-30,274.54
2023-01-30,274.55
2023-01-30,274.56
2023-01-30,274.57
2023-01-30,274.58
2023-01-30,274.59
2023-01-30,274.60
2023-01-30,274.61
2023-01-30,274.62
2023-01-30,274.63
2023-01-30,274.64
2023-01-30,274.65
2023-01-30,274.66
2023-01-30,274.67
2023-01-30,274.68
2023-01-30,274.69
2023-01-30,274.70
2023-01-30,274.71
2023-01-30,274.72
2023-01-30,274.73
2023-01-30,274.74
2023-01-30,274.75
2023-01-30,274.76
2023-01-30,274.77
2023-01-30,274.78
2023-01-30,274.79
2023-01-30,274.80
2023-01-30,274.81
2023-01-30,274.82
2023-01-30,274.83
2023-01-30,274.84
2023-01-30,274.85
2023-01-30,274.86
2023-01-30,274.87
2023-01-30,274.88
2023-01-30,274.89
2023-01-30,274.90
2023-01-30,274.91
2023-01-30,274.92
2023-01-30,274.93
2023-01-30,274.94
2023-01-30,274.95
2023-01-30,274.96
2023-01-30,274.97
2023-01-30,274.98
2023-01-30,274.99
2023-01-30,275.00
2023-01-31,275.01
2023-01-31,275.02
2023-01-31,275.03
2023-01-31,275.04
2023-01-31,275.05
2023-01-31,275.06
2023-01-31,275.07
2023-01-31,275.08
2023-01-31,275.09
2023-01-31,275.10
2023-01-31,275.11
2023-01-31,275.12
2023-01-31,275.13
2023-01-31,275.14
2023-01-31,275.15
2023-01-31,275.16
2023-01-31,275.17
2023-01-31,275.18
2023-01-31,275.19
2023-01-31,275.20
2023-01-31,275.21
2023-01-31,275.22
2023-01-31,275.23
2023-01-31,275.24
2023-01-31,275.25
2023-01-31,275.26
2023-01-31,275.27
2023-01-31,275.28
2023-01-31,275.29
2023-01-31,275.30
2023-01-31,275.31
2023-01-31,275.32
2023-01-31,275.33
2023-01-31,275.34
2023-01-31,275.35
2023-01-31,275.36
2023-01-31,275.37
2023-01-31,275.38
2023-01-31,275.39
2023-01-31,275.40
2023-01-31,275.41
2023-01-31,275.42
2023-01-31,275.43
2023-01-31,275.44
2023-01-31,275.45
2023-01-31,275.46
2023-01-31,275.47
2023-01-31,275.48
2023-01-31,275.49
2023-01-31,275.50
2023-01-31,275.51
2023-01-31,275.52
2023-01-31,275.53
2023-01-31,275.54
2023-01-31,275.55
2023-01-31,275.56
2023-01-31,275.57
2023-01-31,275.58
2023-01-31,275.59
2023-01-31,275.60
2023-01-31,275.61
2023-01-31,275.62
2023-01-31,275.63
2023-01-31,275.64
2023-01-31,275.65
2023-01-31,275.66
2023-01-31,275.67
2023-01-31,275.68
2023-01-31,275.69
2023-01-31,275.70
2023-01-31,275.71
2023-01-31,275.72
2023-01-31,275.73
2023-01-31,275.74
2023-01-31,275.75
2023-01-31,275.76
2023-01-31,275.77
2023-01-31,275.78
2023-01-31,275.79
2023-01-31,275.80
2023-01-31,275.81
2023-01-31,275.82
2023-01-31,275.83
2023-01-31,275.84
2023-01-31,275.85
2023-01-31,275.86
2023-01-31,275.87
2023-01-31,275.88
2023-01-31,275.89
2023-01-31,275.90
2023-01-31,275.91
2023-01-31,275.92
2023-01-31,275.93
2023-01-31,275.94
2023-01-31,275.95
2023-01-31,275.96
2023-01-31,275.97
2023-01-31,275.98
2023-01-31,275.99
2023-01-31,276.00
2023-02-01,276.01
2023-02-01,276.02
2023-02-01,276.03
2023-02-01,276.04
2023-02-01,276.05
2023-02-01,276.06
2023-02-01,276.07
2023-02-01,276.08
2023-02-01,276.09
2023-02-01,276.10
2023-02-01,276.11
2023-02-01,276.12
2023-02-01,276.13
2023-02-01,276.14
2023-02-01,276.15
2023-02-01,276.16
2023-02-01,276.17
2023-02-01,276.18
2023-02-01,276.19
2023-02-01,276.20
2023-02-01,276.21
2023-02-01,276.22
2023-02-01,276.23
2023-02-01,276.24
2023-02-01,276.25
2023-02-01,276.26
2023-02-01,276.27
2023-02-01,276.28
2023-02-01,276.29
2023-02-01,276.30
2023-02-01,276.31
2023-02-01,276.32
2023-02-01,276.33
2023-02-01,276.34
2023-02-01,276.35
2023-02-01,276.36
2023-02-01,276.37
2023-02-01,276.38
2023-02-01,276.39
2023-02-01,276.40
2023-02-01,276.41
2023-02-01,276.42
2023-02-01,276.43
2023-02-01,276.44
2023-02-01,276.45
2023-02-01,276.46
2023-02-01,276.47
2023-02-01,276.48
2023-02-01,276.49
2023-02-01,276.50
2023-02-01,276.51
2023-02-01,276.52
2023-02-01,276.53
2023-02-01,276.54
2023-02-01,276.55
2023-02-01,276.56
2023-02-01,276.57
2023-02-01,276.58
2023-02-01,276.59
2023-02-01,276.60
2023-02-01,276.61
2023-02-01,276.62
2023-02-01,276.63
2023-02-01,276.64
2023-02-01,276.65
2023-02-01,276.66
2023-02-01,276.67
2023-02-01,276.68
2023-02-01,276.69
2023-02-01,276.70
2023-02-01,276.71
2023-02-01,276.72
2023-02-01,276.73
2023-02-01,276.74
2023-02-01,276.75
2023-02-01,276.76
2023-02-01,276.77
2023-02-01,276.78
2023-02-01,276.79
2023-02-01,276.80
2023-02-01,276.81
2023-02-01,276.82
2023-02-01,276.83
2023-02-01,276.84
2023-02-01,276.85
2023-02-01,276.86
2023-02-01,276.87
2023-02-01,276.88
2023-02-01,276.89
2023-02-01,276.90
2023-02-01,276.91
2023-02-01,276.92
2023-02-01,276.93
2023-02-01,276.94
2023-02-01,276.95
2023-02-01,276.96
2023-02-01,276.97
2023-02-01,276.98
2023-02-01,276.99
2023-02-01,277.00
2023-02-02,277.01
2023-02-02,277.02
2023-02-02,277.03
2023-02-02,277.04
2023-02-02,277.05
2023-02-02,277.06
2023-02-02,277.07
2023-02-02,277.08
2023-02-02,277.09
2023-02-02,277.10
2023-02-02,277.11
2023-02-02,277.12
2023-02-02,277.13
2023-02-02,277.14
2023-02-02,277.15
2023-02-02,277.16
2023-02-02,277.17
2023-02-02,277.18
2023-02-02,277.19
2023-02-02,277.20
2023-02-02,277.21
2023-02-02,277.22
2023-02-02,277.23
2023-02-02,277.24
2023-02-02,277.25
2023-02-02,277.26
2023-02-02,277.27
2023-02-02,277.28
2023-02-02,277.29
2023-02-02,277.30
2023-02-02,277.31
2023-02-02,277.32
2023-02-02,277.33
2023-02-02,277.34
2023-02-02,277.35
2023-02-02,277.36
2023-02-02,277.37
2023-02-02,277.38
2023-02-02,277.39
2023-02-02,277.40
2023-02-02,277.41
2023-02-02,277.42
2023-02-02,277.43
2023-02-02,277.44
2023-02-02,277.45
2023-02-02,277.46
2023-02-02,277.47
2023-02-02,277.48
2023-02-02,277.49
2023-02-02,277.50
2023-02-02,277.51
2023-02-02,277.52
2023-02-02,277.53
2023-02-02,277.54
2023-02-02,277.55
2023-02-02,277.56
2023-02-02,277.57
2023-02-02,277.58
2023-02-02,277.59
2023-02-02,277.60
2023-02-02,277.61
2023-02-02,277.62
2023-02-02,277.63
2023-02-02,277.64
2023-02-02,277.65
2023-02-02,277.66
2023-02-02,277.67
2023-02-02,277.68
2023-02-02,277.69
2023-02-02,277.70
2023-02-02,277.71
2023-02-02,277.72
2023-02-02,277.73
2023-02-02,277.74
2023-02-02,277.75
2023-02-02,277.76
2023-02-02,277.77
2023-02-02,277.78
2023-02-02,277.79
2023-02-02,277.80
2023-02-02,277.81
2023-02-02,277.82
2023-02-02,277.83
2023-02-02,277.84
2023-02-02,277.85
2023-02-02,277.86
2023-02-02,277.87
2023-02-02,277.88
2023-02-02,277.89
2023-02-02,277.90
2023-02-02,277.91
2023-02-02,277.92
2023-02-02,277.93
2023-02-02,277.94
2023-02-02,277.95
2023-02-02,277.96
2023-02-02,277.97
2023-02-02,277.98
2023-02-02,277.99
2023-02-02,278.00
2023-02-03,278.01
2023-02-03,278.02
2023-02-03,278.03
2023-02-03,278.04
2023-02-03,278.05
2023-02-03,278.06
2023-02-03,278.07
2023-02-03,278.08
2023-02-03,278.09
2023-02-03,278.10
2023-02-03,278.11
2023-02-03,278.12
2023-02-03,278.13
2023-02-03,278.14
2023-02-03,278.15
2023-02-03,278.16
2023-02-03,278.17
2023-02-03,278.18
2023-02-03,278.19
2023-02-03,278.20
2023-02-03,278.21
2023-02-03,278.22
2023-02-03,278.23
2023-02-03,278.24
2023-02-03,278.25
2023-02-03,278.26
2023-02-03,278.27
2023-02-03,278.28
2023-02-03,278.29
2023-02-03,278.30
2023-02-03,278.31
2023-02-03,278.32
2023-02-03,278.33
2023-02-03,278.34
2023-02-03,278.35
2023-02-03,278.36
2023-02-03,278.37
2023-02-03,278.38
2023-02-03,278.39
2023-02-03,278.40
2023-02-03,278.41
2023-02-03,278.42
2023-02-03,278.43
2023-02-03,278.44
2023-02-03,278.45
2023-02-03,278.46
2023-02-03,278.47
2023-02-03,278.48
2023-02-03,278.49
2023-02-03,278.50
2023-02-03,278.51
2023-02-03,278.52
2023-02-03,278.53
2023-02-03,278.54
2023-02-03,278.55
2023-02-03,278.56
2023-02-03,278.57
2023-02-03,278.58
2023-02-03,278.59
2023-02-03,278.60
2023-02-03,278.61
2023-02-03,278.62
2023-02-03,278.63
2023-02-03,278.64
2023-02-03,278.65
2023-02-03,278.66
2023-02-03,278.67
2023-02-03,278.68
2023-02-03,278.69
2023-02-03,278.70
2023-02-03,278.71
2023-02-03,278.72
2023-02-03,278.73
2023-02-03,278.74
2023-02-03,278.75
2023-02-03,278.76
2023-02-03,278.77
2023-02-03,278.78
2023-02-03,278.79
2023-02-03,278.80
2023-02-03,278.81
2023-02-03,278.82
2023-02-03,278.83
2023-02-03,278.84
2023-02-03,278.85
2023-02-03,278.86
2023-02-03,278.87
2023-02-03,278.88
2023-02-03,278.89
2023-02-03,278.90
2023-02-03,278.91
2023-02-03,278.92
2023-02-03,278.93
2023-02-03,278.94
2023-02-03,278.95
2023-02-03,278.96
2023-02-03,278.97
2023-02-03,278.98
2023-02-03,278.99
2023-02-03,279.00
2023-02-04,279.01
2023-02-04,279.02
2023-02-04,279.03
2023-02-04,279.04
2023-02-04,279.05
2023-02-04,279.06
2023-02-04,279.07
2023-02-04,279.08
2023-02-04,279.09
2023-02-04,279.10
2023-02-04,279.11
2023-02-04,279.12
2023-02-04,279.13
2023-02-04,279.14
2023-02-04,279.15
2023-02-04,279.16
2023-02-04,279.17
2023-02-04,279.18
2023-02-04,279.19
2023-02-04,279.20
2023-02-04,279.21
2023-02-04,279.22
2023-02-04,279.23
2023-02-04,279.24
2023-02-04,279.25
2023-02-04,279.26
2023-02-04,279.27
2023-02-04,279.28
2023-02-04,279.29
2023-02-04,279.30
2023-02-04,279.31
2023-02-04,279.32
2023-02-04,279.33
2023-02-04,279.34
2023-02-04,279.35
2023-02-04,279.36
2023-02-04,279.37
2023-02-04,279.38
2023-02-04,279.39
2023-02-04,279.40
2023-02-04,279.41
2023-02-04,279.42
2023-02-04,279.43
2023-02-04,279.44
2023-02-04,279.45
2023-02-04,279.46
2023-02-04,279.47
2023-02-04,279.48
2023-02-04,279.49
2023-02-04,279.50
2023-02-04,279.51
2023-02-04,279.52
2023-02-04,279.53
2023-02-04,279.54
2023-02-04,279.55
2023-02-04,279.56
2023-02-04,279.57
2023-02-04,279.58
2023-02-04,279.59
2023-02-04,279.60
2023-02-04,279.61
2023-02-04,279.62
2023-02-04,279.63
2023-02-04,279.64
2023-02-04,279.65
2023-02-04,279.66
2023-02-04,279.67
2023-02-04,279.68
2023-02-04,279.69
2023-02-04,279.70
2023-02-04,279.71
2023-02-04,279.72
2023-02-04,279.73
2023-02-04,279.74
2023-02-04,279.75
2023-02-04,279.76
2023-02-04,279.77
2023-02-04,279.78
2023-02-04,279.79
2023-02-04,279.80
2023-02-04,279.81
2023-02-04,279.82
2023-02-04,279.83
2023-02-04,279.84
2023-02-04,279.85
2023-02-04,279.86
2023-02-04,279.87
2023-02-04,279.88
2023-02-04,279.89
2023-02-04,279.90
2023-02-04,279.91
2023-02-04,279.92
2023-02-04,279.93
2023-02-04,279.94
2023-02-04,279.95
2023-02-04,279.96
2023-02-04,279.97
2023-02-04,279.98
2023-02-04,279.99
2023-02-04,280.00
2023-02-05,280.01
2023-02-05,280.02
2023-02-05,280.03
2023-02-05,280.04
2023-02-05,280.05
2023-02-05,280.06
2023-02-05,280.07
2023-02-05,280.08
2023-02-05,280.09
2023-02-05,280.10
2023-02-05,280.11
2023-02-05,280.12
2023-02-05,280.13
2023-02-05,280.14
2023-02-05,280.15
2023-02-05,280.16
2023-02-05,280.17
2023-02-05,280.18
2023-02-05,280.19
2023-02-05,280.20
2023-02-05,280.21
2023-02-05,280.22
2023-02-05,280.23
2023-02-05,280.24
2023-02-05,280.25
2023-02-05,280.26
2023-02-05,280.27
2023-02-05,280.28
2023-02-05,280.29
2023-02-05,280.30
2023-02-05,280.31
2023-02-05,280.32
2023-02-05,280.33
2023-02-05,280.34
2023-02-05,280.35
2023-02-05,280.36
2023-02-05,280.37
2023-02-05,280.38
2023-02-05,280.39
2023-02-05,280.40
2023-02-05,280.41
2023-02-05,280.42
2023-02-05,280.43
2023-02-05,280.44
2023-02-05,280.45
2023-02-05,280.46
2023-02-05,280.47
2023-02-05,280.48
2023-02-05,280.49
2023-02-05,280.50
2023-02-05,280.51
2023-02-05,280.52
2023-02-05,280.53
2023-02-05,280.54
2023-02-05,280.55
2023-02-05,280.56
2023-02-05,280.57
2023-02-05,280.58
2023-02-05,280.59
2023-02-05,280.60
2023-02-05,280.61
2023-02-05,280.62
2023-02-05,280.63
2023-02-05,280.64
2023-02-05,280.65
2023-02-05,280.66
2023-02-05,280.67
2023-02-05,280.68
2023-02-05,280.69
2023-02-05,280.70
2023-02-05,280.71
2023-02-05,280.72
2023-02-05,280.73
2023-02-05,280.74
2023-02-05,280.75
2023-02-05,280.76
2023-02-05,280.77
2023-02-05,280.78
2023-02-05,280.79
2023-02-05,280.80
2023-02-05,280.81
2023-02-05,280.82
2023-02-05,280.83
2023-02-05,280.84
2023-02-05,280.85
2023-02-05,280.86
2023-02-05,280.87
2023-02-05,280.88
2023-02-05,280.89
2023-02-05,280.90
2023-02-05,280.91
2023-02-05,280.92
2023-02-05,280.93
2023-02-05,280.94
2023-02-05,280.95
2023-02-05,280.96
2023-02-05,280.97
2023-02-05,280.98
2023-02-05,280.99
